"createdAt","domain","shortCode","shortUrl","longUrl","title","tags","visits"
"2025-02-18T18:47:48+00:00","xpri.dev","devfestpatna2023","http://xpri.dev/devfestpatna2023","https://docs.google.com/presentation/d/e/2PACX-1vTaGixYgs0MEnDgdEOisv-GSd7CYz-BnOszri4p_TLIXqbFrR4ImXHsL_0vm5FSVHReqbpX114NU0iM/pub?start=false&loop=false&delayms=60000","devfestpatna2023","",28
"2025-02-18T18:47:47+00:00","xpri.dev","codelabs","http://xpri.dev/codelabs","https://xprilion.com/codelabs/","codelabs","",9
"2025-02-18T18:47:47+00:00","xpri.dev","devfestjammu2023","http://xpri.dev/devfestjammu2023","https://docs.google.com/presentation/d/e/2PACX-1vTg9V12Cg6xPS-XOf5gOX8oCGr5rlsZtlchqWBAquCh5eYPHPHrNeENfp53eDizRdq1NC4luK9lTPGB/pub?start=false&loop=false&delayms=60000","devfestjammu2023","",29
"2025-02-18T18:47:46+00:00","xpri.dev","devfest-ghy-2023","http://xpri.dev/devfest-ghy-2023","https://docs.google.com/presentation/d/e/2PACX-1vTe0FJycLsLChPbEi7R--O2Mc5bbjtrYvpSilJwQ-iw_MtH0ndGk0Ckum8qvO7290r3V1nXlEQpkYb6/pub?start=false&loop=false&delayms=3000","devfest-ghy-2023","",0
"2025-02-18T18:47:46+00:00","xpri.dev","devfest-nagpur-2023","http://xpri.dev/devfest-nagpur-2023","https://docs.google.com/presentation/d/e/2PACX-1vTe0FJycLsLChPbEi7R--O2Mc5bbjtrYvpSilJwQ-iw_MtH0ndGk0Ckum8qvO7290r3V1nXlEQpkYb6/pub?start=false&loop=false&delayms=60000","devfest-nagpur-2023","",0
"2025-02-18T18:47:45+00:00","xpri.dev","firebase-database-security","http://xpri.dev/firebase-database-security","https://docs.google.com/presentation/d/e/2PACX-1vRTDBRUQ_5BoTSgJJBSPyjjHl_Eqrb9yeYTVtELdZbVN28mzKs5Tyh1dNNhP4-7OY98r-Ko-Upfmzre/pub?start=false&loop=false&delayms=60000","firebase-database-security","",51
"2025-02-18T18:47:44+00:00","xpri.dev","nextjs-vercel","http://xpri.dev/nextjs-vercel","https://docs.google.com/presentation/d/e/2PACX-1vRRA-NRFXF90_VYGt9eHzS_0h9m7xAJPLzG077s4Wl4ZdslikEfKRAF6HjAaIBwYcazDD7Z-se8f5W_/pub?start=false&loop=false&delayms=60000","nextjs-vercel","",0
"2025-02-18T18:47:44+00:00","xpri.dev","gemini-store-sheet","http://xpri.dev/gemini-store-sheet","https://docs.google.com/presentation/d/e/2PACX-1vTZhz0D2A-b8bQKnnJFsJ31L-iJxDuMT6OwpEJxmZEKOKHSM4FKA_ZmhNZ913HFkFieMU8cTQKHVDVp/pub?start=false&loop=false&delayms=60000","gemini-store-sheet","",0
"2025-02-18T18:47:43+00:00","xpri.dev","pure-python-rag-example","http://xpri.dev/pure-python-rag-example","https://github.com/xprilion/pure-python-rag-with-in-memory-vector-db/blob/main/examples/EmbeddingsOnGoogleSheetCodeEquivalent.ipynb","pure-python-rag-example","",11
"2025-02-18T18:47:43+00:00","xpri.dev","bwai-demo","http://xpri.dev/bwai-demo","https://docs.google.com/forms/d/e/1FAIpQLSczVHgDAKvNaFDbDMd9oJaXAvMEMBfb5BH1jUB5xJVMv62zwA/viewform?usp=sf_link","bwai-demo","",0
"2025-02-18T18:47:42+00:00","xpri.dev","embeddings-on-sheet","http://xpri.dev/embeddings-on-sheet","https://docs.google.com/spreadsheets/d/1Eu6fT7emggNXVRYB4CqRGW1RJzJK5mnL0KYq9ITnJEs/edit?usp=sharing","embeddings-on-sheet","",0
"2025-02-18T18:47:41+00:00","xpri.dev","fn-calling-gemini","http://xpri.dev/fn-calling-gemini","https://docs.google.com/presentation/d/e/2PACX-1vQ2qfHWshJsX50k-U-RiKzWfxabuHxwIN1CsGrgm3lD2bd6sesDT7xfnXVRSDJQunhcg7m2a1f3NPWO/pub?start=false&loop=false&delayms=60000","fn-calling-gemini","",1
"2025-02-18T18:45:27+00:00","xpri.dev","test","http://xpri.dev/test","https://example.com","test","",34
